TrialNumber,NumberOfRows,NumberOfColumns,NumberOfPlots,FieldSize,NAProportion,NAMaximumClusterSize,NAMeanClusterSize,NANumberClusters,NAProportionMaximumClusterSize,NAProportionMeanClusterSize,NAProportionNumberClusters,Simulated_GRFTypePatch0,Simulated_GRFsigmaPatch0,Simulated_GRFrhorPatch0,Simulated_GRFrhocPatch0,Simulated_GRFphiPatch0,Simulated_GRFTypePatch1,Simulated_GRFsigmaPatch1,Simulated_GRFrhorPatch1,Simulated_GRFrhocPatch1,Simulated_GRFphiPatch1,Simulated_BFSimulatedPatches,Estimated_TimeTree,Estimated_NumberOfPatchesIdentified,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesIdentified,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesIdentified,Estimated_TimeIdentification,Estimated_NumberOfPatchesLocalAuthenticated,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesLocalAuthenticated,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesLocalAuthenticated,Estimated_TimeLocalAuthentication,Estimated_NumberOfPatchesLocalVerified,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesLocalVerified,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesLocalVerified,Estimated_TimeLocalVerification,Estimated_IterationsLocal,Estimated_NumberOfPatchesGlobalAuthenticated,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesGlobalAuthenticated,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesGlobalAuthenticated,Estimated_TimeGlobalAuthentication,Estimated_NumberOfPatchesGlobalVerified,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesGlobalVerified,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesGlobalVerified,Estimated_TimeGlobalVerification,Estimated_IterationsGlobal,Estimated_NumberOfPatchesFinalAuthenticatedAnecdotal,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedAnecdotal,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedAnecdotal,Estimated_TimeFinalAuthenticationAnecdotal,Estimated_NumberOfPatchesFinalVerifiedAnecdotal,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedAnecdotal,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedAnecdotal,Estimated_TimeFinalVerificationAnecdotal,Estimated_IterationsFinalAnecdotal,Estimated_NumberOfPatchesFinalAuthenticatedModerate,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedModerate,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedModerate,Estimated_TimeFinalAuthenticationModerate,Estimated_NumberOfPatchesFinalVerifiedModerate,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedModerate,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedModerate,Estimated_TimeFinalVerificationModerate,Estimated_IterationsFinalModerate,Estimated_NumberOfPatchesFinalAuthenticatedStrong,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedStrong,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedStrong,Estimated_TimeFinalAuthenticationStrong,Estimated_NumberOfPatchesFinalVerifiedStrong,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedStrong,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedStrong,Estimated_TimeFinalVerificationStrong,Estimated_IterationsFinalStrong,Estimated_NumberOfPatchesFinalAuthenticatedVerystrong,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedVerystrong,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedVerystrong,Estimated_TimeFinalAuthenticationVerystrong,Estimated_NumberOfPatchesFinalVerifiedVerystrong,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedVerystrong,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedVerystrong,Estimated_TimeFinalVerificationVerystrong,Estimated_IterationsFinalVerystrong,Estimated_NumberOfPatchesFinalAuthenticatedDecisive,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedDecisive,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedDecisive,Estimated_TimeFinalAuthenticationDecisive,Estimated_NumberOfPatchesFinalVerifiedDecisive,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedDecisive,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedDecisive,Estimated_TimeFinalVerificationDecisive,Estimated_IterationsFinalDecisive
Trial8,15,4,60,60,0.1666666666666666,2.0,1.4285714285714286,10,0.0333333333333333,0.0238095238095238,0.1666666666666666,AR1rp,6.725552549668387,0.999999,0.0,0.503339074685624,AR1r,7.334076121014406,0.7964561826004303,0.0,0.0,8.374076143616158,353.58166146464646,5,0.5666666666666667,1.0,0.08448939025402069,3,0.5,0.7666666666666666,89.06276553869247,3,0.5,0.7666666666666666,0.16307265870273113,1,2,0.6166666666666667,0.6166666666666667,131.56841039843857,2,0.6166666666666667,0.6166666666666667,0.09273448772728443,1,2,0.7666666666666666,0.7666666666666666,148.0966665185988,2,0.7666666666666666,0.7666666666666666,0.19600381702184677,1,2,0.7666666666666666,0.7666666666666666,106.75117104128005,2,0.7666666666666666,0.7666666666666666,0.15713344886897573,1,2,0.7666666666666666,0.7666666666666666,113.67325232177971,2,0.7666666666666666,0.7666666666666666,0.17098749428988924,1,2,0.7666666666666666,0.7666666666666666,110.28393529355526,2,0.7666666666666666,0.7666666666666666,0.1857747584581375,1,2,0.7666666666666666,0.7666666666666666,162.68095446750522,2,0.7666666666666666,0.7666666666666666,0.29824813082814217,1
Trial55,22,8,176,176,0.1590909090909091,19.0,3.5,28,0.1079545454545454,0.0198863636363636,0.1590909090909091,AR1cp,7.761145011489504,0.0,0.8898381979862239,3.245934688758571,AR1rcp,9.683986592796844,0.999999,0.5624999999999999,0.7346260930140985,22.80397852330114,2451.266185440123,9,0.3806818181818182,0.8125,0.48847523517906666,6,0.4943181818181817,0.875,34865.83424542658,8,0.4602272727272727,0.9204545454545454,138.8866719081998,5,4,0.6534090909090908,0.8181818181818181,12109.499241840094,4,0.6534090909090908,0.8181818181818181,0.01614188216626644,3,2,0.7329545454545454,0.7329545454545454,3712.331266153604,2,0.7329545454545454,0.7329545454545454,0.014674536884285772,2,2,0.7329545454545454,0.7329545454545454,4016.761971797794,2,0.7329545454545454,0.7329545454545454,0.014382325112819672,2,2,0.7329545454545454,0.7329545454545454,3911.255354531109,2,0.7329545454545454,0.7329545454545454,0.014793511480093002,2,2,0.7329545454545454,0.7329545454545454,4292.544734556228,2,0.7329545454545454,0.7329545454545454,0.01718728616833687,2,2,0.7329545454545454,0.7329545454545454,3865.138038121164,2,0.7329545454545454,0.7329545454545454,0.013076998292945063,2
Trial72,8,16,128,128,0.109375,4.0,1.5555555555555556,14,0.03125,0.0121527777777777,0.109375,IID,19.52341145634088,0.0,0.0,0.0,IID,5.525504286049826,0.0,0.0,0.0,28.40036694460844,455.7921781633049,4,0.546875,0.8828125,0.07855848781764507,3,0.921875,1.0,591.5212377849966,5,0.8046875,1.0,13.260532312095165,2,3,0.9140625,1.0,215.8499598633498,3,0.9140625,1.0,4.985853439196944,1,2,1.0,1.0,260.9860294610262,2,1.0,1.0,0.9618045724928379,1,2,1.0,1.0,253.518217433244,2,1.0,1.0,0.9648801572620869,1,2,1.0,1.0,253.57222024723887,2,1.0,1.0,0.8850138299167156,1,2,1.0,1.0,276.3906805291772,2,1.0,1.0,0.9981530718505383,1,2,1.0,1.0,425.3251927755773,2,1.0,1.0,1.9006865583360195,1
Trial48,9,12,108,108,0.4907407407407407,47.0,10.6,53,0.4351851851851852,0.0981481481481481,0.4907407407407407,AR1rc,5.656488967599694,0.513274871695429,0.3803264422555169,0.0,AR1c,11.75279216650811,0.0,0.559998141136702,0.0,27.33542600736025,369.2695829402656,4,0.787037037037037,0.9814814814814816,0.23862315155560054,3,0.9074074074074074,0.9814814814814816,117.444693222642,4,0.8611111111111112,0.9814814814814816,0.27217597514390945,1,2,0.9814814814814816,0.9814814814814816,132.37818304449314,2,0.9814814814814816,0.9814814814814816,0.2090807594358921,1,2,0.9814814814814816,0.9814814814814816,99.6625208556652,2,0.9814814814814816,0.9814814814814816,0.019848767668008804,1,2,0.9814814814814816,0.9814814814814816,95.44951838999988,2,0.9814814814814816,0.9814814814814816,0.021151289343819712,1,2,0.9814814814814816,0.9814814814814816,103.00759502500296,2,0.9814814814814816,0.9814814814814816,0.01862053945660591,1,2,0.9814814814814816,0.9814814814814816,106.79158419370653,2,0.9814814814814816,0.9814814814814816,0.02094385027884016,1,2,0.9814814814814816,0.9814814814814816,89.69194697961211,2,0.9814814814814816,0.9814814814814816,0.01713952049612999,1
Trial63,7,16,112,112,0.0178571428571428,2.0,2.0,2,0.0178571428571428,0.0178571428571428,0.0178571428571428,IID,9.507781772519964,0.0,0.0,0.0,AR1rp,9.845911694406174,0.999999,0.0,1.49018722697558,25.86642278292709,574.7638391256332,7,0.3928571428571429,0.875,0.4062792845070362,5,0.5178571428571428,0.9375,4654.4486551471055,6,0.4553571428571429,0.9285714285714286,0.026085438206791878,3,4,0.8035714285714286,0.9196428571428572,2306.38974705711,4,0.8035714285714286,0.9196428571428572,41.91700314544141,2,2,0.9285714285714286,0.9285714285714286,759.6302577964962,2,0.9285714285714286,0.9285714285714286,0.01337723433971405,2,2,0.9196428571428572,0.9196428571428572,1172.5140666849911,2,0.9196428571428572,0.9196428571428572,0.015267971903085709,3,2,0.9196428571428572,0.9196428571428572,1091.788929991424,2,0.9196428571428572,0.9196428571428572,0.014947466552257538,3,2,0.9196428571428572,0.9196428571428572,1167.88283091411,2,0.9196428571428572,0.9196428571428572,0.015621770173311234,3,2,0.9196428571428572,0.9196428571428572,1073.6192752942443,2,0.9196428571428572,0.9196428571428572,0.015458058565627653,3
Trial68,5,10,50,50,0.22,8.0,2.75,11,0.16,0.055,0.22,AR1rcp,6.965847586357413,0.3535371713117571,0.9985327120551206,1.218633788849419,AR1r,10.45870503833039,0.8650222263841721,0.0,0.0,14.518392318529145,83.5244467034936,3,0.7,0.84,0.06382662616670132,3,0.7,0.84,38.0612073522061,3,0.7,0.84,0.013350808993010332,1,2,0.94,0.94,134.472475560382,2,0.94,0.94,1.4706532452255487,2,2,0.94,0.94,39.75612258538604,2,0.94,0.94,0.018546298146247864,1,2,0.94,0.94,42.75720204785466,2,0.94,0.94,0.01823800802230835,1,2,0.94,0.94,42.74095240980387,2,0.94,0.94,0.018802855163812637,1,2,0.94,0.94,42.246619306504726,2,0.94,0.94,0.03484721481800079,1,2,0.94,0.94,36.184417478740215,2,0.94,0.94,0.015579171478741216,1
Trial67,16,4,64,64,0.0625,1.0,1.0,4,0.015625,0.015625,0.0625,AR1rcp,5.863143910426034,0.999999,0.6372302371777394,0.4424498548788207,IID,7.858964058033291,0.0,0.0,0.0,21.94866531581785,199.58532541431487,3,0.75,0.90625,0.34217281267044086,3,0.75,0.90625,64.65754877030852,3,0.75,0.90625,0.014335105195641518,1,3,0.6875,0.828125,256.4336130730808,3,0.6875,0.828125,0.013147158548235893,2,2,0.84375,0.84375,126.56792843341827,2,0.84375,0.84375,0.014550007879719828,2,2,0.84375,0.84375,127.5579508021474,2,0.84375,0.84375,0.013917822390780543,2,2,0.84375,0.84375,136.54883186519146,2,0.84375,0.84375,0.01475520059466362,2,2,0.84375,0.84375,144.09627070650458,2,0.84375,0.84375,0.014953561127185822,2,2,0.84375,0.84375,114.80557472258806,2,0.84375,0.84375,0.010624747723340988,2
Trial17,9,7,63,63,0.0952380952380952,1.0,1.0,6,0.0158730158730158,0.0158730158730158,0.0952380952380952,AR1r,11.37885825996347,0.8213642139199672,0.0,0.0,IID,14.53046023874564,0.0,0.0,0.0,1.955515931874629,174.21476341038942,3,0.7142857142857143,0.8571428571428572,0.08000237867236137,3,0.7142857142857143,0.8571428571428572,81.5535402521491,4,0.5873015873015873,0.8571428571428572,0.014127973467111588,1,2,0.6031746031746033,0.6031746031746033,255.7171056251973,2,0.6031746031746033,0.6031746031746033,0.012653978541493416,2,2,0.6031746031746033,0.6031746031746033,86.94192157313228,2,0.6031746031746033,0.6031746031746033,0.023684252053499222,1,2,0.6031746031746033,0.6031746031746033,69.36453490331769,2,0.6031746031746033,0.6031746031746033,0.018422674387693405,1,2,0.6031746031746033,0.6031746031746033,66.70149076730013,2,0.6031746031746033,0.6031746031746033,0.019688118249177933,1,2,0.6031746031746033,0.6031746031746033,67.21302579715848,2,0.6031746031746033,0.6031746031746033,0.02397589385509491,1,2,0.6031746031746033,0.6031746031746033,69.62141582742333,2,0.6031746031746033,0.6031746031746033,0.018079929053783417,1
Trial77,9,7,63,63,0.238095238095238,7.0,3.0,15,0.1111111111111111,0.0476190476190476,0.238095238095238,AR1c,13.81502689065555,0.0,0.4195701662673638,0.0,AR1c,9.792700891793006,0.0,0.8669607522187609,0.0,15.927760439772008,122.07099363021553,3,0.7142857142857143,0.8571428571428572,0.0749308317899704,3,0.7142857142857143,0.8571428571428572,32.92819584719837,3,0.746031746031746,0.8571428571428572,0.013146055862307549,1,2,0.873015873015873,0.873015873015873,121.13123352453113,2,0.873015873015873,0.873015873015873,0.9617496449500322,2,2,0.873015873015873,0.873015873015873,55.04060650989413,2,0.873015873015873,0.873015873015873,0.023333538323640823,1,2,0.873015873015873,0.873015873015873,40.0969939045608,2,0.873015873015873,0.873015873015873,0.022115435451276255,1,2,0.873015873015873,0.873015873015873,38.94388958066702,2,0.873015873015873,0.873015873015873,0.01725301519036293,1,2,0.873015873015873,0.873015873015873,41.14778400212526,2,0.873015873015873,0.873015873015873,0.02175311371683364,1,2,0.873015873015873,0.873015873015873,41.41589039936662,2,0.873015873015873,0.873015873015873,0.019286371767520905,1
Trial54,7,16,112,112,0.0892857142857142,4.0,2.0,10,0.0357142857142857,0.0178571428571428,0.0892857142857142,IID,6.207578128117858,0.0,0.0,0.0,IID,11.71623158548529,0.0,0.0,0.0,21.92158283235173,570.8079701233655,5,0.6428571428571428,0.9285714285714286,1.4527673292905092,4,0.6339285714285714,0.9553571428571428,615.7111290190369,4,0.5803571428571428,0.9375,0.016590267419815063,2,3,0.5892857142857143,0.9553571428571428,1260.2949476707727,3,0.5892857142857143,0.9553571428571428,0.015715137123606837,2,2,0.9821428571428572,0.9821428571428572,597.0948201566935,2,0.9821428571428572,0.9821428571428572,0.013273239135742188,2,2,0.9821428571428572,0.9821428571428572,717.9749846048653,2,0.9821428571428572,0.9821428571428572,0.015562839806079865,2,2,0.9821428571428572,0.9821428571428572,629.1397123858333,2,0.9821428571428572,0.9821428571428572,0.015381768345832825,2,2,0.9821428571428572,0.9821428571428572,678.19477776438,2,0.9821428571428572,0.9821428571428572,0.014280181378126144,2,2,0.9821428571428572,0.9821428571428572,848.6188616082072,2,0.9821428571428572,0.9821428571428572,0.015072934329509735,2
Trial64,14,8,112,112,0.2589285714285714,5.0,1.7058823529411764,29,0.0446428571428571,0.0152310924369747,0.2589285714285714,AR1c,7.947733915382713,0.0,0.6201723759497544,0.0,IID,6.958220171930058,0.0,0.0,0.0,19.35481121943768,296.9754624646157,5,0.6607142857142857,0.9464285714285714,0.19287925213575363,4,0.7053571428571428,0.9464285714285714,115.5519491545856,4,0.7232142857142857,0.9464285714285714,1.9146716445684433,1,4,0.7232142857142857,0.9464285714285714,854.0692947618663,4,0.7232142857142857,0.9464285714285714,0.01481848023809107,3,2,0.8303571428571428,0.8303571428571428,223.0318141132593,2,0.8303571428571428,0.8303571428571428,0.013758208602723698,2,2,0.8303571428571428,0.8303571428571428,214.19395334646103,2,0.8303571428571428,0.8303571428571428,0.015613481402397156,2,2,0.8303571428571428,0.8303571428571428,216.64590387791395,2,0.8303571428571428,0.8303571428571428,0.014765385538339615,2,2,0.8303571428571428,0.8303571428571428,229.90362079441547,2,0.8303571428571428,0.8303571428571428,0.013705380260915945,2,2,0.8303571428571428,0.8303571428571428,209.1798066496849,2,0.8303571428571428,0.8303571428571428,0.013057880103588104,2
Trial98,18,4,72,72,0.2083333333333333,4.0,1.5,15,0.0555555555555555,0.0208333333333333,0.2083333333333333,AR1c,6.853899683416874,0.0,0.5634749905581402,0.0,IID,6.859658652294621,0.0,0.0,0.0,6.286738704390473,118.33292514644565,3,0.6388888888888888,0.8888888888888888,0.041456347331390475,3,0.6388888888888888,0.8888888888888888,25.662683369591832,3,0.6388888888888888,0.8888888888888888,0.012226324528455734,1,3,0.6388888888888888,0.8888888888888888,59.49459888227284,3,0.6388888888888888,0.8888888888888888,0.06754647009074688,1,2,0.8888888888888888,0.8888888888888888,57.466664515435696,2,0.8888888888888888,0.8888888888888888,0.11696478351950645,1,2,0.8888888888888888,0.8888888888888888,42.45227973908186,2,0.8888888888888888,0.8888888888888888,0.0756884478032589,1,2,0.8888888888888888,0.8888888888888888,45.4069454818964,2,0.8888888888888888,0.8888888888888888,0.0740787722170424,1,2,0.8888888888888888,0.8888888888888888,44.8699047267437,2,0.8888888888888888,0.8888888888888888,0.0780588686466217,1,2,0.8888888888888888,0.8888888888888888,44.21215218678117,2,0.8888888888888888,0.8888888888888888,0.06970461830496788,1
Trial94,18,4,72,72,0.1805555555555555,2.0,1.3,13,0.0277777777777777,0.0180555555555555,0.1805555555555555,IID,10.49545703844769,0.0,0.0,0.0,AR1c,9.613179003224335,0.0,0.7362996120242009,0.0,11.72025413070648,188.2179363965988,3,0.7916666666666666,0.9583333333333334,0.04714539460840683,3,0.7916666666666666,0.9583333333333334,26.128658084198833,3,0.7638888888888888,0.9305555555555556,0.01666963845488567,1,3,0.7638888888888888,0.9305555555555556,77.11742512881759,3,0.7638888888888888,0.9305555555555556,0.09721794910728931,1,2,0.9305555555555556,0.9305555555555556,68.99229722470045,2,0.9305555555555556,0.9305555555555556,0.07855731248855591,1,2,0.9305555555555556,0.9305555555555556,51.96469068527222,2,0.9305555555555556,0.9305555555555556,0.08231425285339355,1,2,0.9305555555555556,0.9305555555555556,54.4176119081676,2,0.9305555555555556,0.9305555555555556,0.07499653100968118,1,2,0.9305555555555556,0.9305555555555556,50.66206144168973,2,0.9305555555555556,0.9305555555555556,0.069461889564991,1,2,0.9305555555555556,0.9305555555555556,47.08731627836824,2,0.9305555555555556,0.9305555555555556,0.06456334888935089,1
Trial23,4,30,120,120,0.0,,,0,,,0.0,AR1rp,10.05077830420407,0.8624824305476075,0.0,1.040751895933937,IID,12.40582772554687,0.0,0.0,0.0,4.726854683270517,3074.225800227374,7,0.3,0.8166666666666667,0.24824875965714455,5,0.4833333333333333,0.775,28230.78038316779,6,0.5333333333333333,0.8,0.025968290865421295,5,4,0.5416666666666667,0.7666666666666666,4019.684406660497,4,0.5416666666666667,0.7666666666666666,0.01576205901801586,2,2,0.6916666666666667,0.6916666666666667,3865.843457341194,2,0.6916666666666667,0.6916666666666667,0.017731569707393646,2,2,0.6916666666666667,0.6916666666666667,2356.802920270711,2,0.6916666666666667,0.6916666666666667,0.015657152981020772,2,2,0.6916666666666667,0.6916666666666667,2293.877941332757,2,0.6916666666666667,0.6916666666666667,0.017536267639115977,2,2,0.6916666666666667,0.6916666666666667,2359.231216769665,2,0.6916666666666667,0.6916666666666667,0.014834582806088292,2,2,0.6916666666666667,0.6916666666666667,2293.1115266010165,2,0.6916666666666667,0.6916666666666667,0.015005692839622498,2
Trial26,9,12,108,108,0.0462962962962962,1.0,1.0,5,0.0092592592592592,0.0092592592592592,0.0462962962962962,AR1r,13.21203264298942,0.776522131952574,0.0,0.0,AR1rc,7.772482154609721,0.6025318053225877,0.6875526126974411,0.0,15.556303899034134,521.1713731791824,3,0.8148148148148149,0.8888888888888888,0.10929200984537601,3,0.8148148148148149,0.8888888888888888,135.4297974538058,2,0.8888888888888888,0.8888888888888888,0.015193460509181023,1,2,0.8518518518518519,0.8518518518518519,345.9555689319968,2,0.8518518518518519,0.8518518518518519,0.013014355674386024,2,2,0.8518518518518519,0.8518518518518519,213.269609566778,2,0.8518518518518519,0.8518518518518519,0.02059376612299957,1,2,0.8518518518518519,0.8518518518518519,161.0811425857246,2,0.8518518518518519,0.8518518518518519,0.023778557777404785,1,2,0.8518518518518519,0.8518518518518519,162.31814723834395,2,0.8518518518518519,0.8518518518518519,0.022381480783224106,1,2,0.8518518518518519,0.8518518518518519,162.25996398180723,2,0.8518518518518519,0.8518518518518519,0.021884266287088394,1,2,0.8518518518518519,0.8518518518518519,147.80808791145682,2,0.8518518518518519,0.8518518518518519,0.018517229706048965,1
Trial28,6,8,48,48,0.0,,,0,,,0.0,AR1rc,17.02697335513633,0.8389657796045267,0.6941781774177084,0.0,IID,6.002746685904937,0.0,0.0,0.0,20.954182232281426,75.89334885962307,5,0.3958333333333333,0.7916666666666666,0.06980674713850021,2,0.5416666666666667,0.5416666666666667,123.66610338538885,2,0.5416666666666667,0.5416666666666667,2.487034907564464,2,2,0.5416666666666667,0.5416666666666667,26.715748310089197,2,0.5416666666666667,0.5416666666666667,2.533412897959323,1,2,0.5416666666666667,0.5416666666666667,30.33811805397272,2,0.5416666666666667,0.5416666666666667,0.02107108011841774,1,2,0.5416666666666667,0.5416666666666667,23.69962158054113,2,0.5416666666666667,0.5416666666666667,0.02036894485355134,1,2,0.5416666666666667,0.5416666666666667,24.24138894304633,2,0.5416666666666667,0.5416666666666667,0.018058940768241882,1,2,0.5416666666666667,0.5416666666666667,23.3057942725718,2,0.5416666666666667,0.5416666666666667,0.020679023116830564,1,2,0.5416666666666667,0.5416666666666667,23.537881091237068,2,0.5416666666666667,0.5416666666666667,0.017479997128251767,1
Trial3,9,12,108,108,0.0,,,0,,,0.0,AR1cp,7.535195369633285,0.0,0.999999,2.286792396489696,AR1r,13.28278497321872,0.930948613345135,0.0,0.0,56.84993632143285,613.7702092081308,6,0.4074074074074074,0.8796296296296297,0.4470832869410515,4,0.537037037037037,0.8703703703703703,1632.3927750643343,4,0.537037037037037,0.8703703703703703,57.718643417581916,2,4,0.537037037037037,0.8703703703703703,1157.376595711336,4,0.537037037037037,0.8703703703703703,50.40279418230011,1,2,0.8888888888888888,0.8888888888888888,1480.688163138926,2,0.8888888888888888,0.8888888888888888,0.018750663846731186,2,2,0.8888888888888888,0.8888888888888888,981.9829210564494,2,0.8888888888888888,0.8888888888888888,0.01562345027923584,2,2,0.8888888888888888,0.8888888888888888,908.4485644623636,2,0.8888888888888888,0.8888888888888888,0.01602187007677003,2,2,0.8888888888888888,0.8888888888888888,912.0053112059832,2,0.8888888888888888,0.8888888888888888,0.029124535620212555,2,2,0.8888888888888888,0.8888888888888888,892.3838749714196,2,0.8888888888888888,0.8888888888888888,0.014327865093946457,2
Trial12,18,4,72,72,0.1527777777777778,3.0,1.5714285714285714,11,0.0416666666666666,0.0218253968253968,0.1527777777777778,AR1c,11.75279216650811,0.0,0.559998141136702,0.0,AR1rc,16.87678851585255,0.8747692477102745,0.7152047637500997,0.0,28.95235963309968,326.09908767975867,4,0.6805555555555556,0.9583333333333334,0.10339448228478432,4,0.6805555555555556,0.9583333333333334,147.1428129300475,4,0.7083333333333333,0.9583333333333334,0.016609016805944066,1,2,0.7916666666666666,0.7916666666666666,302.46636455692345,2,0.7916666666666666,0.7916666666666666,0.011413957923650742,2,2,0.9444444444444444,0.9444444444444444,186.54163885116577,2,0.9444444444444444,0.9444444444444444,3.663138374686241,1,2,0.9444444444444444,0.9444444444444444,139.3296166881919,2,0.9444444444444444,0.9444444444444444,3.1223126649856567,1,2,0.9444444444444444,0.9444444444444444,152.90636674314737,2,0.9444444444444444,0.9444444444444444,3.349578343331814,1,2,0.9444444444444444,0.9444444444444444,147.54523763805628,2,0.9444444444444444,0.9444444444444444,3.3668716214597225,1,2,0.9444444444444444,0.9444444444444444,127.9300120137632,2,0.9444444444444444,0.9444444444444444,2.8236563615500785,1
Trial33,9,10,90,90,0.2666666666666666,13.0,2.6666666666666665,24,0.1444444444444444,0.0296296296296296,0.2666666666666666,AR1rcp,15.96331761543789,0.999999,0.2463613263793505,1.308895398985189,IID,7.979572605787334,0.0,0.0,0.0,13.196976730471905,744.8291555009782,4,0.7888888888888889,0.9444444444444444,0.1261763498187065,3,0.8777777777777778,0.9444444444444444,467.5854532048106,3,0.8888888888888888,0.9444444444444444,0.012879440560936928,2,2,0.9444444444444444,0.9444444444444444,156.7824509870261,2,0.9444444444444444,0.9444444444444444,4.289178729057312,1,2,0.9444444444444444,0.9444444444444444,140.33985283225775,2,0.9444444444444444,0.9444444444444444,0.020893286913633347,1,2,0.9444444444444444,0.9444444444444444,147.75185457244515,2,0.9444444444444444,0.9444444444444444,0.021487154066562653,1,2,0.9444444444444444,0.9444444444444444,151.23925659805536,2,0.9444444444444444,0.9444444444444444,0.02046077325940132,1,2,0.9444444444444444,0.9444444444444444,154.31094832718372,2,0.9444444444444444,0.9444444444444444,0.03133584186434746,1,2,0.9444444444444444,0.9444444444444444,131.9499259442091,2,0.9444444444444444,0.9444444444444444,0.017593838274478912,1
Trial47,6,8,48,48,0.0625,1.0,1.0,3,0.0208333333333333,0.0208333333333333,0.0625,IID,10.79656451498588,0.0,0.0,0.0,AR1rc,17.49311062771112,0.5795943057688621,0.8655890862529796,0.0,4.621030173770024,84.15539669431746,2,0.6458333333333333,0.6458333333333333,0.03048011288046837,2,0.6458333333333333,0.6458333333333333,11.516321355476975,2,0.6458333333333333,0.6458333333333333,0.010990647599101067,1,2,0.6458333333333333,0.6458333333333333,28.941364740952835,2,0.6458333333333333,0.6458333333333333,0.012293601408615018,1,2,0.6458333333333333,0.6458333333333333,36.22998969256878,2,0.6458333333333333,0.6458333333333333,0.041270360350608826,1,2,0.6458333333333333,0.6458333333333333,26.114420369267464,2,0.6458333333333333,0.6458333333333333,0.02400078997015953,1,1,0.7291666666666667,0.7291666666666667,15.920979868620634,1,0.7291666666666667,0.7291666666666667,0.05011709034443079,1,1,0.7291666666666667,0.7291666666666667,15.047268103808165,1,0.7291666666666667,0.7291666666666667,0.04970889538526535,1,1,0.7291666666666667,0.7291666666666667,15.222182273864746,1,0.7291666666666667,0.7291666666666667,0.0450440086424333,1
Trial40,9,12,108,108,0.0185185185185185,2.0,2.0,2,0.0185185185185185,0.0185185185185185,0.0185185185185185,IID,6.620599959074824,0.0,0.0,0.0,IID,11.01983018356875,0.0,0.0,0.0,7.077271276597799,548.7195059768856,4,0.4629629629629629,0.8518518518518519,0.09578035213053226,4,0.4629629629629629,0.8518518518518519,419.66105264425266,4,0.4629629629629629,0.8518518518518519,0.016079941764473915,1,3,0.4444444444444444,0.8518518518518519,1614.677799448371,3,0.4444444444444444,0.8518518518518519,0.013389104976795352,3,2,0.8518518518518519,0.8518518518518519,511.3689983896911,2,0.8518518518518519,0.8518518518518519,3.983319401741028,1,2,0.8518518518518519,0.8518518518518519,477.04381108284,2,0.8518518518518519,0.8518518518518519,3.5046193450688747,1,2,0.8518518518518519,0.8518518518518519,477.5661354623735,2,0.8518518518518519,0.8518518518518519,3.5611980967224213,1,2,0.8518518518518519,0.8518518518518519,459.6340142823756,2,0.8518518518518519,0.8518518518518519,3.4743679128587246,1,2,0.8518518518518519,0.8518518518518519,428.5188846290112,2,0.8518518518518519,0.8518518518518519,3.0736375711857704,1
